matchweek,session_id,session_type,player_id,position,played_match,duration_min,total_distance_m,high_speed_running_m,sleep_hours,prev_load,rpe_load
1,MC01_02_TR02,Field,P02,DEF,0,96,10201,1090.0,5.89,243.0,384
1,MC01_02_TR02,Field,P03,DEF,0,85,5730,607.0,7.51,320.0,170
1,MC01_02_TR02,Field,P05,DEF,0,91,9961,617.0,9.5,116.0,91
1,MC01_02_TR02,Field,P06,MID,0,96,10035,810.0,7.23,219.0,384
1,MC01_02_TR02,Field,P07,FWD,0,85,5723,846.0,6.18,288.0,340
1,MC01_02_TR02,Field,P08,MID,0,105,7022,1060.0,6.82,172.0,315
1,MC01_02_TR02,Field,P09,FWD,0,78,6925,711.0,6.44,186.0,390
1,MC01_02_TR02,Field,P10,MID,0,98,7107,557.0,7.09,213.0,294
1,MC01_02_TR02,Field,P11,FWD,0,83,5797,596.0,5.71,152.0,498
1,MC01_02_TR02,Field,P12,DEF,0,95,7752,1346.0,6.01,240.0,380
1,MC01_02_TR02,Field,P13,GK,0,98,6970,1136.0,7.97,210.0,294
1,MC01_02_TR02,Field,P14,MID,0,93,6460,622.0,6.26,183.0,372
1,MC01_02_TR02,Field,P16,FWD,0,107,6657,1442.0,7.05,268.0,428
1,MC01_02_TR02,Field,P17,FWD,0,75,9195,815.0,8.36,231.0,300
1,MC01_02_TR02,Field,P18,DEF,0,98,9031,1277.0,7.39,234.0,392
1,MC01_02_TR02,Field,P20,DEF,0,78,9077,638.0,6.74,216.0,390
1,MC01_02_TR02,Field,P21,MID,0,85,7060,1560.0,5.69,246.0,425
1,MC01_02_TR02,Field,P22,FWD,0,103,7630,598.0,7.06,116.0,412
1,MC01_02_TR02,Field,P23,DEF,0,85,6233,457.0,8.54,174.0,85
1,MC01_03_TR03,Gym,P01,GK,0,76,3355,130.0,6.66,300.0,152
1,MC01_03_TR03,Gym,P02,DEF,0,82,3107,3.0,5.6,384.0,246
1,MC01_03_TR03,Gym,P03,DEF,0,77,2367,22.0,6.81,170.0,231
1,MC01_03_TR03,Gym,P04,DEF,0,86,2101,23.0,6.47,168.0,258
1,MC01_03_TR03,Gym,P05,DEF,0,71,2541,52.0,8.48,91.0,71
1,MC01_03_TR03,Gym,P06,MID,0,73,2610,27.0,6.34,384.0,146
1,MC01_03_TR03,Gym,P07,FWD,0,75,2997,77.0,6.69,340.0,375
1,MC01_03_TR03,Gym,P08,MID,0,61,3365,,8.77,315.0,61
1,MC01_03_TR03,Gym,P09,FWD,0,81,3193,2.0,5.95,390.0,324
1,MC01_03_TR03,Gym,P10,MID,0,63,3092,86.0,5.9,294.0,189
1,MC01_03_TR03,Gym,P11,FWD,0,62,3366,162.0,5.33,498.0,310
1,MC01_03_TR03,Gym,P12,DEF,0,58,2247,172.0,5.99,380.0,174
1,MC01_03_TR03,Gym,P13,GK,0,68,2047,85.0,4.77,294.0,340
1,MC01_03_TR03,Gym,P14,MID,0,86,2991,157.0,5.21,372.0,516
1,MC01_03_TR03,Gym,P15,MID,0,81,2450,111.0,5.68,195.0,324
1,MC01_03_TR03,Gym,P16,FWD,0,65,2120,172.0,8.4,428.0,195
1,MC01_03_TR03,Gym,P17,FWD,0,60,1811,52.0,7.16,300.0,120
1,MC01_03_TR03,Gym,P18,DEF,0,72,1541,132.0,5.05,392.0,288
1,MC01_03_TR03,Gym,P19,MID,0,57,2357,110.0,6.38,174.0,228
1,MC01_03_TR03,Gym,P20,DEF,0,81,2135,183.0,6.75,390.0,243
1,MC01_03_TR03,Gym,P21,MID,0,71,2572,7.0,5.72,425.0,213
1,MC01_03_TR03,Gym,P22,FWD,0,76,2641,177.0,8.93,412.0,76
1,MC01_03_TR03,Gym,P23,DEF,0,68,1686,156.0,5.75,85.0,204
1,MC01_04_TR04,Field,P01,GK,0,100,6082,1378.0,7.21,152.0,400
1,MC01_04_TR04,Field,P02,DEF,0,95,6396,1137.0,5.24,246.0,475
1,MC01_04_TR04,Field,P03,DEF,0,97,9227,1268.0,6.64,231.0,388
1,MC01_04_TR04,Field,P04,DEF,0,80,10096,1401.0,6.94,258.0,240
1,MC01_04_TR04,Field,P05,DEF,0,100,8582,717.0,6.71,71.0,400
1,MC01_04_TR04,Field,P06,MID,0,83,6387,906.0,4.67,146.0,498
1,MC01_04_TR04,Field,P07,FWD,0,83,6586,1076.0,4.62,375.0,415
1,MC01_04_TR04,Field,P08,MID,0,86,6713,771.0,5.63,61.0,430
1,MC01_04_TR04,Field,P09,FWD,0,95,7063,1107.0,7.05,324.0,380
1,MC01_04_TR04,Field,P10,MID,0,86,7887,1171.0,8.54,189.0,258
1,MC01_04_TR04,Field,P11,FWD,0,91,7695,440.0,6.05,310.0,455
1,MC01_04_TR04,Field,P12,DEF,0,85,8387,,5.26,174.0,425
1,MC01_04_TR04,Field,P13,GK,0,88,5456,965.0,7.73,340.0,264
1,MC01_04_TR04,Field,P14,MID,0,90,8073,502.0,4.5,516.0,360
1,MC01_04_TR04,Field,P15,MID,0,90,8370,937.0,6.1,324.0,360
1,MC01_04_TR04,Field,P16,FWD,0,92,5436,613.0,5.36,195.0,276
1,MC01_04_TR04,Field,P17,FWD,0,93,8473,625.0,5.95,120.0,465
1,MC01_04_TR04,Field,P18,DEF,0,72,7042,816.0,7.09,288.0,288
1,MC01_04_TR04,Field,P19,MID,0,108,9321,1018.0,,228.0,324
1,MC01_04_TR04,Field,P20,DEF,0,82,8578,485.0,5.83,243.0,246
1,MC01_04_TR04,Field,P21,MID,0,82,7800,1067.0,8.1,213.0,246
1,MC01_04_TR04,Field,P22,FWD,0,90,9002,812.0,7.63,76.0,270
1,MC01_04_TR04,Field,P23,DEF,0,98,6875,1331.0,7.03,204.0,392
1,MC01_05_TR05,Field,P01,GK,0,78,9063,512.0,6.11,400.0,390
1,MC01_05_TR05,Field,P02,DEF,0,81,5917,435.0,4.85,475.0,324
1,MC01_05_TR05,Field,P03,DEF,0,90,6562,1117.0,,388.0,450
1,MC01_05_TR05,Field,P04,DEF,0,98,10187,442.0,6.63,240.0,392
1,MC01_05_TR05,Field,P05,DEF,0,101,6877,1393.0,7.13,400.0,404
1,MC01_05_TR05,Field,P06,MID,0,73,6676,354.0,4.5,498.0,365
1,MC01_05_TR05,Field,P07,FWD,0,80,7172,1023.0,7.44,415.0,160
1,MC01_05_TR05,Field,P08,MID,0,77,6903,382.0,4.54,430.0,385
1,MC01_05_TR05,Field,P09,FWD,0,68,6516,420.0,6.42,380.0,136
1,MC01_05_TR05,Field,P10,MID,0,90,6243,1115.0,6.46,258.0,360
1,MC01_05_TR05,Field,P11,FWD,0,84,6805,403.0,6.13,455.0,336
1,MC01_05_TR05,Field,P12,DEF,0,66,5390,709.0,6.72,425.0,198
1,MC01_05_TR05,Field,P13,GK,0,72,5121,1241.0,7.19,264.0,288
1,MC01_05_TR05,Field,P14,MID,0,60,4520,459.0,5.73,360.0,120
1,MC01_05_TR05,Field,P15,MID,0,68,9070,599.0,4.98,360.0,204
1,MC01_05_TR05,Field,P16,FWD,0,90,8395,1297.0,5.5,276.0,450
1,MC01_05_TR05,Field,P17,FWD,0,97,8474,1173.0,7.38,465.0,388
1,MC01_05_TR05,Field,P18,DEF,0,76,6830,399.0,7.7,288.0,152
1,MC01_05_TR05,Field,P19,MID,0,106,5870,653.0,4.9,324.0,424
1,MC01_05_TR05,Field,P20,DEF,0,83,9141,1088.0,7.19,246.0,332
1,MC01_05_TR05,Field,P21,MID,0,87,5080,412.0,5.14,246.0,348
1,MC01_05_TR05,Field,P22,FWD,0,81,5782,726.0,4.5,270.0,324
1,MC01_05_TR05,Field,P23,DEF,0,69,7525,809.0,5.23,392.0,345
1,MC01_06_TR06,Gym,P01,GK,0,65,2114,61.0,,390.0,260
1,MC01_06_TR06,Gym,P02,DEF,0,48,1868,80.0,5.49,324.0,192
1,MC01_06_TR06,Gym,P03,DEF,0,56,2704,21.0,5.52,450.0,168
1,MC01_06_TR06,Gym,P04,DEF,0,54,2993,74.0,6.65,392.0,216
1,MC01_06_TR06,Gym,P05,DEF,0,76,1849,14.0,6.32,404.0,152
1,MC01_06_TR06,Gym,P06,MID,0,52,1840,88.0,6.26,365.0,156
1,MC01_06_TR06,Gym,P07,FWD,0,65,1548,132.0,5.1,160.0,130
1,MC01_06_TR06,Gym,P08,MID,0,58,1676,57.0,5.55,385.0,232
1,MC01_06_TR06,Gym,P09,FWD,0,46,2114,48.0,7.36,136.0,92
1,MC01_06_TR06,Gym,P10,MID,0,58,2138,90.0,5.79,360.0,174
1,MC01_06_TR06,Gym,P11,FWD,0,52,2077,27.0,5.43,336.0,156
1,MC01_06_TR06,Gym,P12,DEF,0,54,2737,71.0,8.97,198.0,108
1,MC01_06_TR06,Gym,P13,GK,0,48,2672,118.0,6.18,288.0,144
1,MC01_06_TR06,Gym,P14,MID,0,56,1592,43.0,5.2,120.0,112
1,MC01_06_TR06,Gym,P15,MID,0,73,2864,130.0,7.07,204.0,146
1,MC01_06_TR06,Gym,P16,FWD,0,45,1980,23.0,6.34,450.0,135
1,MC01_06_TR06,Gym,P17,FWD,0,66,1222,60.0,4.5,388.0,132
1,MC01_06_TR06,Gym,P18,DEF,0,64,2333,21.0,7.68,152.0,64
1,MC01_06_TR06,Gym,P19,MID,0,63,2005,79.0,4.53,424.0,315
1,MC01_06_TR06,Gym,P20,DEF,0,68,1878,,6.51,332.0,204
1,MC01_06_TR06,Gym,P21,MID,0,62,1820,129.0,4.5,348.0,248
1,MC01_06_TR06,Gym,P22,FWD,0,68,2710,82.0,7.07,324.0,204
1,MC01_06_TR06,Gym,P23,DEF,0,61,2854,146.0,5.43,345.0,183
1,MC01_07_TR07,Field,P01,GK,0,88,7465,1163.0,4.91,260.0,352
1,MC01_07_TR07,Field,P02,DEF,0,84,5952,604.0,7.34,192.0,252
1,MC01_07_TR07,Field,P03,DEF,0,61,6273,723.0,6.19,168.0,183
1,MC01_07_TR07,Field,P04,DEF,0,66,7856,1121.0,5.16,216.0,198
1,MC01_07_TR07,Field,P05,DEF,0,60,5218,741.0,6.96,152.0,240
1,MC01_07_TR07,Field,P06,MID,0,60,4810,553.0,4.5,156.0,180
1,MC01_07_TR07,Field,P07,FWD,0,66,6556,875.0,6.21,130.0,198
1,MC01_07_TR07,Field,P08,MID,0,77,4714,939.0,5.79,232.0,308
1,MC01_07_TR07,Field,P09,FWD,0,69,7945,1040.0,6.83,92.0,276
1,MC01_07_TR07,Field,P10,MID,0,80,7652,639.0,6.4,174.0,240
1,MC01_07_TR07,Field,P11,FWD,0,74,4944,1044.0,4.96,156.0,222
1,MC01_07_TR07,Field,P12,DEF,0,60,5973,1170.0,5.1,108.0,240
1,MC01_07_TR07,Field,P13,GK,0,86,4530,612.0,5.21,144.0,344
1,MC01_07_TR07,Field,P14,MID,0,77,7930,909.0,5.8,112.0,308
1,MC01_07_TR07,Field,P15,MID,0,72,6596,333.0,4.67,146.0,288
1,MC01_07_TR07,Field,P16,FWD,0,74,6844,930.0,4.92,135.0,370
1,MC01_07_TR07,Field,P17,FWD,0,88,8142,969.0,7.36,132.0,264
1,MC01_07_TR07,Field,P18,DEF,0,68,8062,853.0,4.5,64.0,272
1,MC01_07_TR07,Field,P19,MID,0,82,6376,945.0,6.8,315.0,164
1,MC01_07_TR07,Field,P20,DEF,0,88,6920,679.0,5.04,204.0,264
1,MC01_07_TR07,Field,P21,MID,0,88,7538,946.0,6.14,248.0,176
1,MC01_07_TR07,Field,P22,FWD,0,74,7376,1140.0,4.71,204.0,370
1,MC01_07_TR07,Field,P23,DEF,0,73,5702,1152.0,6.41,183.0,292
1,MC01_08_M,Match,P01,GK,1,90,13280,1208.0,4.5,352.0,450
1,MC01_08_M,Match,P02,DEF,1,90,12081,,4.5,252.0,630
1,MC01_08_M,Match,P03,DEF,1,90,11421,1497.0,5.51,183.0,540
1,MC01_08_M,Match,P04,DEF,1,90,14160,1800.0,4.5,198.0,450
1,MC01_08_M,Match,P05,DEF,0,0,0,0.0,5.79,240.0,0
1,MC01_08_M,Match,P06,MID,1,90,13561,1863.0,4.5,180.0,630
1,MC01_08_M,Match,P07,FWD,0,0,0,0.0,5.28,198.0,0
1,MC01_08_M,Match,P08,MID,1,90,11567,1746.0,4.5,308.0,540
1,MC01_08_M,Match,P09,FWD,0,0,0,0.0,5.1,276.0,0
1,MC01_08_M,Match,P10,MID,1,90,12071,1801.0,5.42,240.0,540
1,MC01_08_M,Match,P11,FWD,1,90,13436,2020.0,4.5,222.0,630
1,MC01_08_M,Match,P12,DEF,0,0,0,0.0,4.5,240.0,0
1,MC01_08_M,Match,P13,GK,0,0,0,0.0,4.5,344.0,0
1,MC01_08_M,Match,P14,MID,0,0,0,0.0,6.69,308.0,0
1,MC01_08_M,Match,P15,MID,0,0,0,0.0,8.05,288.0,0
1,MC01_08_M,Match,P16,FWD,0,0,0,0.0,4.5,370.0,0
1,MC01_08_M,Match,P17,FWD,0,0,0,0.0,4.5,264.0,0
1,MC01_08_M,Match,P18,DEF,0,0,0,0.0,4.79,272.0,0
1,MC01_08_M,Match,P19,MID,0,0,0,0.0,4.91,164.0,0
1,MC01_08_M,Match,P20,DEF,0,0,0,0.0,4.78,264.0,0
1,MC01_08_M,Match,P21,MID,1,90,13372,1208.0,4.5,176.0,540
1,MC01_08_M,Match,P22,FWD,1,90,12577,1931.0,4.5,370.0,720
1,MC01_08_M,Match,P23,DEF,1,90,13672,1532.0,5.32,292.0,540
2,MC02_01_TR01,Gym,P01,GK,0,52,1925,144.0,7.33,450.0,208
2,MC02_01_TR01,Gym,P02,DEF,0,60,2619,143.0,6.53,630.0,240
2,MC02_01_TR01,Gym,P03,DEF,0,69,1655,52.0,5.94,540.0,138
2,MC02_01_TR01,Gym,P04,DEF,0,67,2625,136.0,5.2,450.0,268
2,MC02_01_TR01,Gym,P05,DEF,0,50,2145,92.0,4.5,0.0,200
2,MC02_01_TR01,Gym,P06,MID,0,61,1679,48.0,5.44,630.0,244
2,MC02_01_TR01,Gym,P07,FWD,0,46,2098,37.0,9.5,0.0,46
2,MC02_01_TR01,Gym,P08,MID,0,64,2577,71.0,7.83,540.0,256
2,MC02_01_TR01,Gym,P09,FWD,0,51,2503,100.0,6.63,0.0,153
2,MC02_01_TR01,Gym,P10,MID,0,67,1473,84.0,6.4,540.0,268
2,MC02_01_TR01,Gym,P11,FWD,0,52,2728,,6.38,630.0,156
2,MC02_01_TR01,Gym,P12,DEF,0,57,2700,143.0,8.25,0.0,114
2,MC02_01_TR01,Gym,P13,GK,0,46,1593,85.0,6.34,0.0,92
2,MC02_01_TR01,Gym,P14,MID,0,46,2464,46.0,6.98,0.0,138
2,MC02_01_TR01,Gym,P15,MID,0,60,1815,116.0,6.07,0.0,180
2,MC02_01_TR01,Gym,P16,FWD,0,46,2763,45.0,6.2,0.0,138
2,MC02_01_TR01,Gym,P17,FWD,0,48,1202,43.0,7.91,0.0,48
2,MC02_01_TR01,Gym,P18,DEF,0,47,1377,76.0,7.19,0.0,94
2,MC02_01_TR01,Gym,P19,MID,0,55,1890,82.0,5.48,0.0,165
2,MC02_01_TR01,Gym,P20,DEF,0,64,1566,48.0,7.09,0.0,64
2,MC02_01_TR01,Gym,P21,MID,0,66,2293,50.0,5.28,540.0,264
2,MC02_01_TR01,Gym,P22,FWD,0,50,1972,7.0,7.68,720.0,100
2,MC02_01_TR01,Gym,P23,DEF,0,49,1440,90.0,7.42,540.0,147
2,MC02_02_TR02,Field,P01,GK,0,61,4832,358.0,7.26,208.0,244
2,MC02_02_TR02,Field,P02,DEF,0,64,4909,985.0,7.8,240.0,256
2,MC02_02_TR02,Field,P03,DEF,0,78,5353,881.0,8.34,138.0,78
2,MC02_02_TR02,Field,P04,DEF,0,68,7657,829.0,6.99,268.0,272
2,MC02_02_TR02,Field,P05,DEF,0,78,8182,1119.0,6.55,200.0,312
2,MC02_02_TR02,Field,P06,MID,0,76,6181,1221.0,6.58,244.0,380
2,MC02_02_TR02,Field,P07,FWD,0,78,7216,1081.0,8.39,46.0,312
2,MC02_02_TR02,Field,P08,MID,0,63,6722,616.0,7.6,256.0,252
2,MC02_02_TR02,Field,P09,FWD,0,66,7546,420.0,,153.0,198
2,MC02_02_TR02,Field,P10,MID,0,71,4570,981.0,4.92,268.0,284
2,MC02_02_TR02,Field,P11,FWD,0,64,5615,1014.0,8.86,156.0,256
2,MC02_02_TR02,Field,P12,DEF,0,64,6697,562.0,7.34,114.0,192
2,MC02_02_TR02,Field,P13,GK,0,63,4722,505.0,5.89,92.0,252
2,MC02_02_TR02,Field,P14,MID,0,67,4514,1181.0,5.6,138.0,402
2,MC02_02_TR02,Field,P15,MID,0,60,5936,464.0,7.97,180.0,180
2,MC02_02_TR02,Field,P16,FWD,0,72,6483,,7.08,138.0,216
2,MC02_02_TR02,Field,P17,FWD,0,78,6154,885.0,6.32,48.0,312
2,MC02_02_TR02,Field,P18,DEF,0,89,7594,520.0,7.52,94.0,356
2,MC02_02_TR02,Field,P19,MID,0,60,7635,1136.0,8.17,165.0,180
2,MC02_02_TR02,Field,P20,DEF,0,65,6548,822.0,6.19,64.0,260
2,MC02_02_TR02,Field,P21,MID,0,71,7323,860.0,8.3,264.0,213
2,MC02_02_TR02,Field,P22,FWD,0,64,6051,1181.0,5.71,100.0,256
2,MC02_02_TR02,Field,P23,DEF,0,75,5826,818.0,6.39,147.0,300
2,MC02_03_TR03,Gym,P01,GK,0,64,2623,98.0,6.07,244.0,192
2,MC02_03_TR03,Gym,P02,DEF,0,54,1775,144.0,7.03,256.0,108
2,MC02_03_TR03,Gym,P03,DEF,0,67,2574,147.0,8.59,78.0,67
2,MC02_03_TR03,Gym,P04,DEF,0,67,2607,110.0,4.5,272.0,268
2,MC02_03_TR03,Gym,P05,DEF,0,55,2027,13.0,6.72,312.0,55
2,MC02_03_TR03,Gym,P06,MID,0,63,2719,85.0,7.01,380.0,126
2,MC02_03_TR03,Gym,P07,FWD,0,62,2584,129.0,6.38,312.0,186
2,MC02_03_TR03,Gym,P08,MID,0,64,1889,111.0,8.29,252.0,128
2,MC02_03_TR03,Gym,P09,FWD,0,69,1803,120.0,8.95,198.0,138
2,MC02_03_TR03,Gym,P10,MID,0,62,2202,47.0,6.82,284.0,310
2,MC02_03_TR03,Gym,P11,FWD,0,54,1854,1.0,7.72,256.0,108
2,MC02_03_TR03,Gym,P12,DEF,0,60,1308,29.0,6.35,192.0,180
2,MC02_03_TR03,Gym,P13,GK,0,64,1409,49.0,7.14,252.0,192
2,MC02_03_TR03,Gym,P14,MID,0,49,1237,143.0,4.5,402.0,147
2,MC02_03_TR03,Gym,P15,MID,0,56,2405,87.0,5.27,180.0,168
2,MC02_03_TR03,Gym,P16,FWD,0,67,2761,27.0,7.76,216.0,134
2,MC02_03_TR03,Gym,P17,FWD,0,56,1615,19.0,6.15,312.0,112
2,MC02_03_TR03,Gym,P18,DEF,0,46,1591,97.0,7.5,356.0,46
2,MC02_03_TR03,Gym,P19,MID,0,50,1603,20.0,,180.0,200
2,MC02_03_TR03,Gym,P20,DEF,0,52,2436,135.0,6.81,260.0,208
2,MC02_03_TR03,Gym,P21,MID,0,53,2724,88.0,5.54,213.0,212
2,MC02_03_TR03,Gym,P22,FWD,0,46,1555,82.0,8.19,256.0,46
2,MC02_03_TR03,Gym,P23,DEF,0,63,2186,60.0,4.86,300.0,252
2,MC02_04_TR04,Field,P01,GK,0,76,6181,494.0,6.7,192.0,304
2,MC02_04_TR04,Field,P02,DEF,0,75,7219,1015.0,5.98,108.0,225
2,MC02_04_TR04,Field,P03,DEF,0,68,4910,1034.0,7.4,67.0,204
2,MC02_04_TR04,Field,P04,DEF,0,70,7184,609.0,8.25,268.0,210
2,MC02_04_TR04,Field,P05,DEF,0,63,5924,588.0,5.37,55.0,189
2,MC02_04_TR04,Field,P06,MID,0,79,6030,405.0,5.79,126.0,237
2,MC02_04_TR04,Field,P07,FWD,0,73,4996,1116.0,7.81,186.0,292
2,MC02_04_TR04,Field,P08,MID,0,81,5419,649.0,7.27,128.0,243
2,MC02_04_TR04,Field,P09,FWD,0,67,4774,1149.0,5.83,138.0,268
2,MC02_04_TR04,Field,P10,MID,0,61,5683,642.0,6.26,310.0,244
2,MC02_04_TR04,Field,P11,FWD,0,75,5837,468.0,6.53,108.0,225
2,MC02_04_TR04,Field,P12,DEF,0,62,6283,1100.0,7.26,180.0,248
2,MC02_04_TR04,Field,P13,GK,0,88,8051,536.0,7.38,192.0,264
2,MC02_04_TR04,Field,P14,MID,0,71,4940,491.0,7.68,147.0,213
2,MC02_04_TR04,Field,P15,MID,0,87,4765,768.0,7.29,168.0,261
2,MC02_04_TR04,Field,P16,FWD,0,79,5192,1105.0,6.4,134.0,316
2,MC02_04_TR04,Field,P17,FWD,0,89,5872,771.0,4.5,112.0,445
2,MC02_04_TR04,Field,P18,DEF,0,80,5763,853.0,7.36,46.0,320
2,MC02_04_TR04,Field,P19,MID,0,61,6932,910.0,6.19,200.0,244
2,MC02_04_TR04,Field,P20,DEF,0,84,5284,539.0,7.17,208.0,168
2,MC02_04_TR04,Field,P21,MID,0,87,7289,352.0,6.49,212.0,261
2,MC02_04_TR04,Field,P22,FWD,0,86,4729,707.0,6.61,46.0,258
2,MC02_04_TR04,Field,P23,DEF,0,73,7414,919.0,6.27,252.0,292
2,MC02_05_TR05,Field,P01,GK,0,71,5112,613.0,7.06,304.0,284
2,MC02_05_TR05,Field,P02,DEF,0,72,6241,755.0,6.05,225.0,288
2,MC02_05_TR05,Field,P03,DEF,0,75,5768,850.0,7.27,204.0,300
2,MC02_05_TR05,Field,P04,DEF,0,58,5993,328.0,6.79,210.0,116
2,MC02_05_TR05,Field,P05,DEF,0,82,7273,599.0,6.94,189.0,246
2,MC02_05_TR05,Field,P06,MID,0,80,4623,528.0,5.86,237.0,400
2,MC02_05_TR05,Field,P07,FWD,0,73,6508,598.0,8.44,292.0,219
2,MC02_05_TR05,Field,P08,MID,0,64,6012,686.0,7.31,243.0,192
2,MC02_05_TR05,Field,P09,FWD,0,65,6894,712.0,7.44,268.0,195
2,MC02_05_TR05,Field,P10,MID,0,63,4910,393.0,7.0,244.0,189
2,MC02_05_TR05,Field,P11,FWD,0,63,6925,1009.0,7.3,225.0,252
2,MC02_05_TR05,Field,P12,DEF,0,79,7478,528.0,5.2,248.0,316
2,MC02_05_TR05,Field,P13,GK,0,82,5412,,4.69,264.0,410
2,MC02_05_TR05,Field,P14,MID,0,72,6599,402.0,6.16,213.0,288
2,MC02_05_TR05,Field,P15,MID,0,87,14162,,6.89,261.0,348
2,MC02_05_TR05,Field,P16,FWD,0,59,6610,1025.0,4.5,316.0,177
2,MC02_05_TR05,Field,P17,FWD,0,62,6132,345.0,6.38,445.0,248
2,MC02_05_TR05,Field,P18,DEF,0,62,5516,821.0,6.69,320.0,248
2,MC02_05_TR05,Field,P19,MID,0,81,7737,1216.0,5.94,244.0,324
2,MC02_05_TR05,Field,P20,DEF,0,78,7635,1118.0,7.51,168.0,234
2,MC02_05_TR05,Field,P21,MID,0,72,5680,635.0,7.48,261.0,144
2,MC02_05_TR05,Field,P22,FWD,0,78,5990,1171.0,5.66,258.0,390
2,MC02_05_TR05,Field,P23,DEF,0,79,7307,312.0,5.31,292.0,316
2,MC02_06_TR06,Gym,P01,GK,0,50,1094,54.0,6.32,284.0,100
2,MC02_06_TR06,Gym,P02,DEF,0,54,2007,80.0,7.89,288.0,108
2,MC02_06_TR06,Gym,P03,DEF,0,52,1780,61.0,6.99,300.0,208
2,MC02_06_TR06,Gym,P04,DEF,0,46,2318,72.0,5.85,116.0,138
2,MC02_06_TR06,Gym,P05,DEF,0,44,1734,101.0,5.2,246.0,176
2,MC02_06_TR06,Gym,P06,MID,0,49,1950,67.0,5.94,400.0,147
2,MC02_06_TR06,Gym,P07,FWD,0,42,1492,23.0,4.6,219.0,168
2,MC02_06_TR06,Gym,P08,MID,0,49,1971,111.0,,192.0,147
2,MC02_06_TR06,Gym,P09,FWD,0,61,2430,17.0,6.7,195.0,183
2,MC02_06_TR06,Gym,P10,MID,0,44,2092,24.0,6.27,189.0,88
2,MC02_06_TR06,Gym,P11,FWD,0,54,1908,22.0,4.68,252.0,162
2,MC02_06_TR06,Gym,P12,DEF,0,45,1800,37.0,5.65,316.0,135
2,MC02_06_TR06,Gym,P13,GK,0,49,990,111.0,5.43,410.0,147
2,MC02_06_TR06,Gym,P14,MID,0,55,2127,14.0,7.96,288.0,165
2,MC02_06_TR06,Gym,P15,MID,0,62,1335,53.0,7.47,348.0,124
2,MC02_06_TR06,Gym,P16,FWD,0,57,1588,40.0,7.0,177.0,57
2,MC02_06_TR06,Gym,P17,FWD,0,57,2428,52.0,5.39,248.0,228
2,MC02_06_TR06,Gym,P18,DEF,0,55,2233,21.0,7.97,248.0,110
2,MC02_06_TR06,Gym,P19,MID,0,51,1899,111.0,6.37,324.0,204
2,MC02_06_TR06,Gym,P20,DEF,0,46,1848,35.0,6.03,234.0,138
2,MC02_06_TR06,Gym,P21,MID,0,41,1204,55.0,6.37,144.0,82
2,MC02_06_TR06,Gym,P22,FWD,0,47,2018,95.0,6.07,390.0,141
2,MC02_06_TR06,Gym,P23,DEF,0,52,1043,96.0,5.86,316.0,104
2,MC02_07_TR07,Field,P01,GK,0,58,6024,291.0,5.93,100.0,174
2,MC02_07_TR07,Field,P03,DEF,0,68,6547,843.0,6.3,208.0,136
2,MC02_07_TR07,Field,P04,DEF,0,58,5451,402.0,4.5,138.0,232
2,MC02_07_TR07,Field,P05,DEF,0,73,4336,555.0,7.05,176.0,219
