matchweek,session_id,session_type,player_id,position,played_match,duration_min,total_distance_m,high_speed_running_m,sleep_hours,prev_load,rpe_load
1,MC01_08_M,Match,P01,GK,1,90,13280.0,1208.0,4.5,352.0,450
1,MC01_08_M,Match,P02,DEF,1,90,12081.0,438.5,4.5,252.0,630
1,MC01_08_M,Match,P03,DEF,1,90,11421.0,1497.0,5.51,183.0,540
1,MC01_08_M,Match,P04,DEF,1,90,14160.0,1800.0,4.5,198.0,450
1,MC01_08_M,Match,P05,DEF,0,0,0.0,0.0,5.79,240.0,0
1,MC01_08_M,Match,P06,MID,1,90,13561.0,1863.0,4.5,180.0,630
1,MC01_08_M,Match,P07,FWD,0,0,0.0,0.0,5.28,198.0,0
1,MC01_08_M,Match,P08,MID,1,90,11567.0,1746.0,4.5,308.0,540
1,MC01_08_M,Match,P09,FWD,0,0,0.0,0.0,5.1,276.0,0
1,MC01_08_M,Match,P10,MID,1,90,12071.0,1801.0,5.42,240.0,540
1,MC01_08_M,Match,P11,FWD,1,90,13436.0,2020.0,4.5,222.0,630
1,MC01_08_M,Match,P12,DEF,0,0,0.0,0.0,4.5,240.0,0
1,MC01_08_M,Match,P13,GK,0,0,0.0,0.0,4.5,344.0,0
1,MC01_08_M,Match,P14,MID,0,0,0.0,0.0,6.69,308.0,0
1,MC01_08_M,Match,P15,MID,0,0,0.0,0.0,8.05,288.0,0
1,MC01_08_M,Match,P16,FWD,0,0,0.0,0.0,4.5,370.0,0
1,MC01_08_M,Match,P17,FWD,0,0,0.0,0.0,4.5,264.0,0
1,MC01_08_M,Match,P18,DEF,0,0,0.0,0.0,4.79,272.0,0
1,MC01_08_M,Match,P19,MID,0,0,0.0,0.0,4.91,164.0,0
1,MC01_08_M,Match,P20,DEF,0,0,0.0,0.0,4.78,264.0,0
1,MC01_08_M,Match,P21,MID,1,90,13372.0,1208.0,4.5,176.0,540
1,MC01_08_M,Match,P22,FWD,1,90,12577.0,1931.0,4.5,370.0,720
1,MC01_08_M,Match,P23,DEF,1,90,13672.0,1532.0,5.32,292.0,540
2,MC02_01_TR01,Gym,P01,GK,0,52,1925.0,144.0,7.33,450.0,208
2,MC02_01_TR01,Gym,P02,DEF,0,60,2619.0,143.0,6.53,630.0,240
2,MC02_01_TR01,Gym,P03,DEF,0,69,1655.0,52.0,5.94,540.0,138
2,MC02_01_TR01,Gym,P04,DEF,0,67,2625.0,136.0,5.2,450.0,268
2,MC02_01_TR01,Gym,P05,DEF,0,50,2145.0,92.0,4.5,0.0,200
2,MC02_01_TR01,Gym,P06,MID,0,61,1679.0,48.0,5.44,630.0,244
2,MC02_01_TR01,Gym,P07,FWD,0,46,2098.0,37.0,9.5,0.0,46
2,MC02_01_TR01,Gym,P08,MID,0,64,2577.0,71.0,7.83,540.0,256
2,MC02_01_TR01,Gym,P09,FWD,0,51,2503.0,100.0,6.63,0.0,153
2,MC02_01_TR01,Gym,P10,MID,0,67,1473.0,84.0,6.4,540.0,268
2,MC02_01_TR01,Gym,P11,FWD,0,52,2728.0,438.5,6.38,630.0,156
2,MC02_01_TR01,Gym,P12,DEF,0,57,2700.0,143.0,8.25,0.0,114
2,MC02_01_TR01,Gym,P13,GK,0,46,1593.0,85.0,6.34,0.0,92
2,MC02_01_TR01,Gym,P14,MID,0,46,2464.0,46.0,6.98,0.0,138
2,MC02_01_TR01,Gym,P15,MID,0,60,1815.0,116.0,6.07,0.0,180
2,MC02_01_TR01,Gym,P16,FWD,0,46,2763.0,45.0,6.2,0.0,138
2,MC02_01_TR01,Gym,P17,FWD,0,48,1202.0,43.0,7.91,0.0,48
2,MC02_01_TR01,Gym,P18,DEF,0,47,1377.0,76.0,7.19,0.0,94
2,MC02_01_TR01,Gym,P19,MID,0,55,1890.0,82.0,5.48,0.0,165
2,MC02_01_TR01,Gym,P20,DEF,0,64,1566.0,48.0,7.09,0.0,64
2,MC02_01_TR01,Gym,P21,MID,0,66,2293.0,50.0,5.28,540.0,264
2,MC02_01_TR01,Gym,P22,FWD,0,50,1972.0,7.0,7.68,720.0,100
2,MC02_01_TR01,Gym,P23,DEF,0,49,1440.0,90.0,7.42,540.0,147
2,MC02_02_TR02,Field,P01,GK,0,61,4832.0,358.0,7.26,208.0,244
2,MC02_02_TR02,Field,P02,DEF,0,64,4909.0,985.0,7.8,240.0,256
2,MC02_02_TR02,Field,P03,DEF,0,78,5353.0,881.0,8.34,138.0,78
2,MC02_02_TR02,Field,P04,DEF,0,68,7657.0,829.0,6.99,268.0,272
2,MC02_02_TR02,Field,P05,DEF,0,78,8182.0,1119.0,6.55,200.0,312
2,MC02_02_TR02,Field,P06,MID,0,76,6181.0,1221.0,6.58,244.0,380
2,MC02_02_TR02,Field,P07,FWD,0,78,7216.0,1081.0,8.39,46.0,312
2,MC02_02_TR02,Field,P08,MID,0,63,6722.0,616.0,7.6,256.0,252
2,MC02_02_TR02,Field,P09,FWD,0,66,7546.0,420.0,6.38,153.0,198
2,MC02_02_TR02,Field,P10,MID,0,71,4570.0,981.0,4.92,268.0,284
2,MC02_02_TR02,Field,P11,FWD,0,64,5615.0,1014.0,8.86,156.0,256
2,MC02_02_TR02,Field,P12,DEF,0,64,6697.0,562.0,7.34,114.0,192
2,MC02_02_TR02,Field,P13,GK,0,63,4722.0,505.0,5.89,92.0,252
2,MC02_02_TR02,Field,P14,MID,0,67,4514.0,1181.0,5.6,138.0,402
2,MC02_02_TR02,Field,P15,MID,0,60,5936.0,464.0,7.97,180.0,180
2,MC02_02_TR02,Field,P16,FWD,0,72,6483.0,438.5,7.08,138.0,216
2,MC02_02_TR02,Field,P17,FWD,0,78,6154.0,885.0,6.32,48.0,312
2,MC02_02_TR02,Field,P18,DEF,0,89,7594.0,520.0,7.52,94.0,356
2,MC02_02_TR02,Field,P19,MID,0,60,7635.0,1136.0,8.17,165.0,180
2,MC02_02_TR02,Field,P20,DEF,0,65,6548.0,822.0,6.19,64.0,260
2,MC02_02_TR02,Field,P21,MID,0,71,7323.0,860.0,8.3,264.0,213
2,MC02_02_TR02,Field,P22,FWD,0,64,6051.0,1181.0,5.71,100.0,256
2,MC02_02_TR02,Field,P23,DEF,0,75,5826.0,818.0,6.39,147.0,300
2,MC02_03_TR03,Gym,P01,GK,0,64,2623.0,98.0,6.07,244.0,192
2,MC02_03_TR03,Gym,P02,DEF,0,54,1775.0,144.0,7.03,256.0,108
2,MC02_03_TR03,Gym,P03,DEF,0,67,2574.0,147.0,8.59,78.0,67
2,MC02_03_TR03,Gym,P04,DEF,0,67,2607.0,110.0,4.5,272.0,268
2,MC02_03_TR03,Gym,P05,DEF,0,55,2027.0,13.0,6.72,312.0,55
2,MC02_03_TR03,Gym,P06,MID,0,63,2719.0,85.0,7.01,380.0,126
2,MC02_03_TR03,Gym,P07,FWD,0,62,2584.0,129.0,6.38,312.0,186
2,MC02_03_TR03,Gym,P08,MID,0,64,1889.0,111.0,8.29,252.0,128
2,MC02_03_TR03,Gym,P09,FWD,0,69,1803.0,120.0,8.95,198.0,138
2,MC02_03_TR03,Gym,P10,MID,0,62,2202.0,47.0,6.82,284.0,310
2,MC02_03_TR03,Gym,P11,FWD,0,54,1854.0,1.0,7.72,256.0,108
2,MC02_03_TR03,Gym,P12,DEF,0,60,1308.0,29.0,6.35,192.0,180
2,MC02_03_TR03,Gym,P13,GK,0,64,1409.0,49.0,7.14,252.0,192
2,MC02_03_TR03,Gym,P14,MID,0,49,1237.0,143.0,4.5,402.0,147
2,MC02_03_TR03,Gym,P15,MID,0,56,2405.0,87.0,5.27,180.0,168
2,MC02_03_TR03,Gym,P16,FWD,0,67,2761.0,27.0,7.76,216.0,134
2,MC02_03_TR03,Gym,P17,FWD,0,56,1615.0,19.0,6.15,312.0,112
2,MC02_03_TR03,Gym,P18,DEF,0,46,1591.0,97.0,7.5,356.0,46
2,MC02_03_TR03,Gym,P19,MID,0,50,1603.0,20.0,6.38,180.0,200
2,MC02_03_TR03,Gym,P20,DEF,0,52,2436.0,135.0,6.81,260.0,208
2,MC02_03_TR03,Gym,P21,MID,0,53,2724.0,88.0,5.54,213.0,212
2,MC02_03_TR03,Gym,P22,FWD,0,46,1555.0,82.0,8.19,256.0,46
2,MC02_03_TR03,Gym,P23,DEF,0,63,2186.0,60.0,4.86,300.0,252
2,MC02_04_TR04,Field,P01,GK,0,76,6181.0,494.0,6.7,192.0,304
2,MC02_04_TR04,Field,P02,DEF,0,75,7219.0,1015.0,5.98,108.0,225
2,MC02_04_TR04,Field,P03,DEF,0,68,4910.0,1034.0,7.4,67.0,204
2,MC02_04_TR04,Field,P04,DEF,0,70,7184.0,609.0,8.25,268.0,210
2,MC02_04_TR04,Field,P05,DEF,0,63,5924.0,588.0,5.37,55.0,189
2,MC02_04_TR04,Field,P06,MID,0,79,6030.0,405.0,5.79,126.0,237
2,MC02_04_TR04,Field,P07,FWD,0,73,4996.0,1116.0,7.81,186.0,292
2,MC02_04_TR04,Field,P08,MID,0,81,5419.0,649.0,7.27,128.0,243
2,MC02_04_TR04,Field,P09,FWD,0,67,4774.0,1149.0,5.83,138.0,268
2,MC02_04_TR04,Field,P10,MID,0,61,5683.0,642.0,6.26,310.0,244
2,MC02_04_TR04,Field,P11,FWD,0,75,5837.0,468.0,6.53,108.0,225
2,MC02_04_TR04,Field,P12,DEF,0,62,6283.0,1100.0,7.26,180.0,248
2,MC02_04_TR04,Field,P13,GK,0,88,8051.0,536.0,7.38,192.0,264
2,MC02_04_TR04,Field,P14,MID,0,71,4940.0,491.0,7.68,147.0,213
2,MC02_04_TR04,Field,P15,MID,0,87,4765.0,768.0,7.29,168.0,261
2,MC02_04_TR04,Field,P16,FWD,0,79,5192.0,1105.0,6.4,134.0,316
2,MC02_04_TR04,Field,P17,FWD,0,89,5872.0,771.0,4.5,112.0,445
2,MC02_04_TR04,Field,P18,DEF,0,80,5763.0,853.0,7.36,46.0,320
2,MC02_04_TR04,Field,P19,MID,0,61,6932.0,910.0,6.19,200.0,244
2,MC02_04_TR04,Field,P20,DEF,0,84,5284.0,539.0,7.17,208.0,168
2,MC02_04_TR04,Field,P21,MID,0,87,7289.0,352.0,6.49,212.0,261
2,MC02_04_TR04,Field,P22,FWD,0,86,4729.0,707.0,6.61,46.0,258
2,MC02_04_TR04,Field,P23,DEF,0,73,7414.0,919.0,6.27,252.0,292
2,MC02_05_TR05,Field,P01,GK,0,71,5112.0,613.0,7.06,304.0,284
2,MC02_05_TR05,Field,P02,DEF,0,72,6241.0,755.0,6.05,225.0,288
2,MC02_05_TR05,Field,P03,DEF,0,75,5768.0,850.0,7.27,204.0,300
2,MC02_05_TR05,Field,P04,DEF,0,58,5993.0,328.0,6.79,210.0,116
2,MC02_05_TR05,Field,P05,DEF,0,82,7273.0,599.0,6.94,189.0,246
2,MC02_05_TR05,Field,P06,MID,0,80,4623.0,528.0,5.86,237.0,400
2,MC02_05_TR05,Field,P07,FWD,0,73,6508.0,598.0,8.44,292.0,219
2,MC02_05_TR05,Field,P08,MID,0,64,6012.0,686.0,7.31,243.0,192
2,MC02_05_TR05,Field,P09,FWD,0,65,6894.0,712.0,7.44,268.0,195
2,MC02_05_TR05,Field,P10,MID,0,63,4910.0,393.0,7.0,244.0,189
2,MC02_05_TR05,Field,P11,FWD,0,63,6925.0,1009.0,7.3,225.0,252
2,MC02_05_TR05,Field,P12,DEF,0,79,7478.0,528.0,5.2,248.0,316
2,MC02_05_TR05,Field,P13,GK,0,82,5412.0,438.5,4.69,264.0,410
2,MC02_05_TR05,Field,P14,MID,0,72,6599.0,402.0,6.16,213.0,288
2,MC02_05_TR05,Field,P15,MID,0,87,14162.0,438.5,6.89,261.0,348
2,MC02_05_TR05,Field,P16,FWD,0,59,6610.0,1025.0,4.5,316.0,177
2,MC02_05_TR05,Field,P17,FWD,0,62,6132.0,345.0,6.38,445.0,248
2,MC02_05_TR05,Field,P18,DEF,0,62,5516.0,821.0,6.69,320.0,248
2,MC02_05_TR05,Field,P19,MID,0,81,7737.0,1216.0,5.94,244.0,324
2,MC02_05_TR05,Field,P20,DEF,0,78,7635.0,1118.0,7.51,168.0,234
2,MC02_05_TR05,Field,P21,MID,0,72,5680.0,635.0,7.48,261.0,144
2,MC02_05_TR05,Field,P22,FWD,0,78,5990.0,1171.0,5.66,258.0,390
2,MC02_05_TR05,Field,P23,DEF,0,79,7307.0,312.0,5.31,292.0,316
2,MC02_06_TR06,Gym,P01,GK,0,50,1094.0,54.0,6.32,284.0,100
2,MC02_06_TR06,Gym,P02,DEF,0,54,2007.0,80.0,7.89,288.0,108
2,MC02_06_TR06,Gym,P03,DEF,0,52,1780.0,61.0,6.99,300.0,208
2,MC02_06_TR06,Gym,P04,DEF,0,46,2318.0,72.0,5.85,116.0,138
2,MC02_06_TR06,Gym,P05,DEF,0,44,1734.0,101.0,5.2,246.0,176
2,MC02_06_TR06,Gym,P06,MID,0,49,1950.0,67.0,5.94,400.0,147
2,MC02_06_TR06,Gym,P07,FWD,0,42,1492.0,23.0,4.6,219.0,168
2,MC02_06_TR06,Gym,P08,MID,0,49,1971.0,111.0,6.38,192.0,147
2,MC02_06_TR06,Gym,P09,FWD,0,61,2430.0,17.0,6.7,195.0,183
2,MC02_06_TR06,Gym,P10,MID,0,44,2092.0,24.0,6.27,189.0,88
2,MC02_06_TR06,Gym,P11,FWD,0,54,1908.0,22.0,4.68,252.0,162
2,MC02_06_TR06,Gym,P12,DEF,0,45,1800.0,37.0,5.65,316.0,135
